config,p,draw,stationary,max_mod
ARR2 0.60 Minn.,3,9816,TRUE,47.750799557552256
ARR2 0.60 Minn.,3,9817,TRUE,4.415878233697363
ARR2 0.60 Minn.,3,9818,FALSE,122.68371225071803
ARR2 0.60 Minn.,3,9819,FALSE,3.17684379860727
ARR2 0.60 Minn.,3,9820,TRUE,3061.8797022937038
ARR2 0.60 Minn.,3,9821,FALSE,3.306385693322352
ARR2 0.60 Minn.,3,9822,TRUE,4.829022162414369
ARR2 0.60 Minn.,3,9823,TRUE,3.7295136759540664
ARR2 0.60 Minn.,3,9824,TRUE,23904.216577734256
ARR2 0.60 Minn.,3,9825,TRUE,62064.23167889069
ARR2 0.60 Minn.,3,9826,TRUE,5.3236520089121715
ARR2 0.60 Minn.,3,9827,FALSE,21.030122431096785
ARR2 0.60 Minn.,3,9828,TRUE,14.726157428377107
ARR2 0.60 Minn.,3,9829,TRUE,6.974567730454262
ARR2 0.60 Minn.,3,9830,TRUE,17.204725384829615
ARR2 0.60 Minn.,3,9831,TRUE,1.8339456136697396
ARR2 0.60 Minn.,3,9832,TRUE,175.29373442139538
ARR2 0.60 Minn.,3,9833,FALSE,5.195792087493172
ARR2 0.60 Minn.,3,9834,TRUE,71.19150292431904
ARR2 0.60 Minn.,3,9835,FALSE,39.9908298514738
ARR2 0.60 Minn.,3,9836,TRUE,16.210191080025215
ARR2 0.60 Minn.,3,9837,FALSE,29.121302544325196
ARR2 0.60 Minn.,3,9838,FALSE,34.891827419347315
ARR2 0.60 Minn.,3,9839,TRUE,58.064750160277065
ARR2 0.60 Minn.,3,9840,TRUE,6066.88806957596
ARR2 0.60 Minn.,3,9841,TRUE,242.69990466661042
ARR2 0.60 Minn.,3,9842,TRUE,1.8526014214860447
ARR2 0.60 Minn.,3,9843,TRUE,9.799388767594353
ARR2 0.60 Minn.,3,9844,TRUE,2.7975917769309833
ARR2 0.60 Minn.,3,9845,TRUE,4.014282917946903
ARR2 0.60 Minn.,3,9846,TRUE,1.8225598696844867
ARR2 0.60 Minn.,3,9847,FALSE,6.160528985756478
ARR2 0.60 Minn.,3,9848,FALSE,1025.3173749085038
ARR2 0.60 Minn.,3,9849,TRUE,97.92521990261712
ARR2 0.60 Minn.,3,9850,FALSE,507.85484317092175
ARR2 0.60 Minn.,3,9851,TRUE,6.88627240964044
ARR2 0.60 Minn.,3,9852,TRUE,595.2695029407108
ARR2 0.60 Minn.,3,9853,FALSE,148.14793256754731
ARR2 0.60 Minn.,3,9854,TRUE,22.202362506940016
ARR2 0.60 Minn.,3,9855,FALSE,7.688760084467518
ARR2 0.60 Minn.,3,9856,FALSE,28.97463229752825
ARR2 0.60 Minn.,3,9857,FALSE,1.1466412243110307
ARR2 0.60 Minn.,3,9858,TRUE,7.361348069300309
ARR2 0.60 Minn.,3,9859,FALSE,132740.4884444674
ARR2 0.60 Minn.,3,9860,TRUE,12258.400088264607
ARR2 0.60 Minn.,3,9861,TRUE,639588.5670566609
ARR2 0.60 Minn.,3,9862,TRUE,11.880786757242138
ARR2 0.60 Minn.,3,9863,FALSE,5.820141776879405
ARR2 0.60 Minn.,3,9864,TRUE,2.1880518135775207
ARR2 0.60 Minn.,3,9865,TRUE,134.41896812995213
ARR2 0.60 Minn.,3,9866,TRUE,146603.06373867524
ARR2 0.60 Minn.,3,9867,TRUE,66.66624787640126
ARR2 0.60 Minn.,3,9868,FALSE,65126.81580070747
ARR2 0.60 Minn.,3,9869,FALSE,374625.4337866936
ARR2 0.60 Minn.,3,9870,FALSE,438212.4765717421
ARR2 0.60 Minn.,3,9871,TRUE,4028.7866514405614
ARR2 0.60 Minn.,3,9872,TRUE,12.409508915306766
ARR2 0.60 Minn.,3,9873,TRUE,4.366855153787034
ARR2 0.60 Minn.,3,9874,TRUE,5.844534153343502
ARR2 0.60 Minn.,3,9875,TRUE,6.971645979140946
ARR2 0.60 Minn.,3,9876,FALSE,24.34734951177726
ARR2 0.60 Minn.,3,9877,FALSE,3.328199261291668
ARR2 0.60 Minn.,3,9878,TRUE,2.7341106502496824
ARR2 0.60 Minn.,3,9879,TRUE,343747.82090129086
ARR2 0.60 Minn.,3,9880,TRUE,714.3914935330439
ARR2 0.60 Minn.,3,9881,FALSE,1.0014176269801542
ARR2 0.60 Minn.,3,9882,FALSE,8.981233783452394
ARR2 0.60 Minn.,3,9883,TRUE,9.59773543105371
ARR2 0.60 Minn.,3,9884,TRUE,5.397359540556622
ARR2 0.60 Minn.,3,9885,TRUE,185.11366389390395
ARR2 0.60 Minn.,3,9886,TRUE,530.3576751429067
ARR2 0.60 Minn.,3,9887,TRUE,1.6170110157268283
ARR2 0.60 Minn.,3,9888,TRUE,4.5794189160044
ARR2 0.60 Minn.,3,9889,TRUE,5.471169952191949
ARR2 0.60 Minn.,3,9890,TRUE,16473793.921318222
ARR2 0.60 Minn.,3,9891,TRUE,40678.48063598948
ARR2 0.60 Minn.,3,9892,FALSE,1805.2822639523722
ARR2 0.60 Minn.,3,9893,TRUE,1652.6729327506634
ARR2 0.60 Minn.,3,9894,FALSE,1883886.8252108386
ARR2 0.60 Minn.,3,9895,TRUE,1296923.9200643697
ARR2 0.60 Minn.,3,9896,TRUE,209544.2469241019
ARR2 0.60 Minn.,3,9897,TRUE,27117.160585329213
ARR2 0.60 Minn.,3,9898,FALSE,156823.93352764548
ARR2 0.60 Minn.,3,9899,TRUE,130821.86564320565
ARR2 0.60 Minn.,3,9900,TRUE,2.3513172016293913
ARR2 0.60 Minn.,3,9901,FALSE,3.7553427544502567
ARR2 0.60 Minn.,3,9902,FALSE,143.23191070273225
ARR2 0.60 Minn.,3,9903,FALSE,347.7028292258007
ARR2 0.60 Minn.,3,9904,TRUE,18.859112724975613
ARR2 0.60 Minn.,3,9905,FALSE,115.97462292860467
ARR2 0.60 Minn.,3,9906,FALSE,8.049273633544875
ARR2 0.60 Minn.,3,9907,FALSE,17.869097982950795
ARR2 0.60 Minn.,3,9908,TRUE,1.639762877290274
ARR2 0.60 Minn.,3,9909,TRUE,7.849662791451799
ARR2 0.60 Minn.,3,9910,TRUE,179.66567643787414
ARR2 0.60 Minn.,3,9911,TRUE,1.6310850547924824
ARR2 0.60 Minn.,3,9912,TRUE,14.21354778833958
ARR2 0.60 Minn.,3,9913,FALSE,3.1558179691673156
ARR2 0.60 Minn.,3,9914,TRUE,3.38022957643967
ARR2 0.60 Minn.,3,9915,FALSE,1.5539043284530614
ARR2 0.60 Minn.,3,9916,TRUE,6.3753098397428225
ARR2 0.60 Minn.,3,9917,TRUE,6.9812526005492606
ARR2 0.60 Minn.,3,9918,FALSE,0.5501079927925382
ARR2 0.60 Minn.,3,9919,FALSE,0.8109985779425433
ARR2 0.60 Minn.,3,9920,TRUE,4175.237509250037
ARR2 0.60 Minn.,3,9921,FALSE,28566812.503593165
ARR2 0.60 Minn.,3,9922,TRUE,818.4383932632995
ARR2 0.60 Minn.,3,9923,TRUE,2.0072592580487805
ARR2 0.60 Minn.,3,9924,TRUE,5.563304923929238
ARR2 0.60 Minn.,3,9925,FALSE,4.312977661807425
ARR2 0.60 Minn.,3,9926,FALSE,46.3537439160839
ARR2 0.60 Minn.,3,9927,TRUE,412.9694262102891
ARR2 0.60 Minn.,3,9928,TRUE,4.470561365520538
ARR2 0.60 Minn.,3,9929,TRUE,3.031221252805144
ARR2 0.60 Minn.,3,9930,FALSE,387.1828965344187
ARR2 0.60 Minn.,3,9931,FALSE,142353.26097979213
ARR2 0.60 Minn.,3,9932,TRUE,100751898.57250705
ARR2 0.60 Minn.,3,9933,TRUE,79404576.53296386
ARR2 0.60 Minn.,3,9934,TRUE,79404576.53296386
ARR2 0.60 Minn.,3,9935,TRUE,79404576.53296386
ARR2 0.60 Minn.,3,9936,TRUE,83014977.52729046
ARR2 0.60 Minn.,3,9937,TRUE,23096840.332008675
ARR2 0.60 Minn.,3,9938,TRUE,3.6904038973891873
ARR2 0.60 Minn.,3,9939,TRUE,1.633757582049644
ARR2 0.60 Minn.,3,9940,TRUE,2890736.158996061
ARR2 0.60 Minn.,3,9941,TRUE,2890736.158996061
ARR2 0.60 Minn.,3,9942,TRUE,19841976.84297491
ARR2 0.60 Minn.,3,9943,TRUE,209008058.93722695
ARR2 0.60 Minn.,3,9944,TRUE,15235863.528009616
ARR2 0.60 Minn.,3,9945,TRUE,657840.9140444108
ARR2 0.60 Minn.,3,9946,TRUE,37981248.025302336
ARR2 0.60 Minn.,3,9947,TRUE,809199.0006610671
ARR2 0.60 Minn.,3,9948,TRUE,36.40971276518468
ARR2 0.60 Minn.,3,9949,TRUE,1.2746232614241229
ARR2 0.60 Minn.,3,9950,TRUE,849689.7674818005
ARR2 0.60 Minn.,3,9951,FALSE,172.93861835896573
ARR2 0.60 Minn.,3,9952,FALSE,70.73462108459108
ARR2 0.60 Minn.,3,9953,TRUE,37.98277902003293
ARR2 0.60 Minn.,3,9954,TRUE,1.6783693340742756
ARR2 0.60 Minn.,3,9955,TRUE,2.5058991295551443
ARR2 0.60 Minn.,3,9956,TRUE,2.3661989168935236
ARR2 0.60 Minn.,3,9957,FALSE,1.1296571846232768
ARR2 0.60 Minn.,3,9958,TRUE,6.0289395753464055
ARR2 0.60 Minn.,3,9959,FALSE,7.758335910958247
ARR2 0.60 Minn.,3,9960,TRUE,5823.2398241687
ARR2 0.60 Minn.,3,9961,FALSE,1.3260934882834323
ARR2 0.60 Minn.,3,9962,TRUE,5.081237928393207
ARR2 0.60 Minn.,3,9963,FALSE,7.050908622149652
ARR2 0.60 Minn.,3,9964,TRUE,4.156539549479275
ARR2 0.60 Minn.,3,9965,TRUE,7.218098539456945
ARR2 0.60 Minn.,3,9966,TRUE,5.896508962059796
ARR2 0.60 Minn.,3,9967,TRUE,3.311266075483239
ARR2 0.60 Minn.,3,9968,TRUE,5.6082540856433925
ARR2 0.60 Minn.,3,9969,TRUE,127.41003311269971
ARR2 0.60 Minn.,3,9970,TRUE,1.8711077289413716
ARR2 0.60 Minn.,3,9971,TRUE,65.07402974187019
ARR2 0.60 Minn.,3,9972,FALSE,2.238461336939558
ARR2 0.60 Minn.,3,9973,TRUE,5.975412067550675
ARR2 0.60 Minn.,3,9974,TRUE,1053628.4113558652
ARR2 0.60 Minn.,3,9975,TRUE,364618.3390596349
ARR2 0.60 Minn.,3,9976,FALSE,12.546610948277623
ARR2 0.60 Minn.,3,9977,TRUE,2.1265371892849223
ARR2 0.60 Minn.,3,9978,TRUE,60.71805384975637
ARR2 0.60 Minn.,3,9979,TRUE,2.8345781469873286
ARR2 0.60 Minn.,3,9980,TRUE,18.523902414277362
ARR2 0.60 Minn.,3,9981,TRUE,9.51176295235012
ARR2 0.60 Minn.,3,9982,TRUE,5.135943649145282
ARR2 0.60 Minn.,3,9983,TRUE,3.6017451898326684
ARR2 0.60 Minn.,3,9984,TRUE,2.119717126460326
ARR2 0.60 Minn.,3,9985,FALSE,161.59936957096815
ARR2 0.60 Minn.,3,9986,TRUE,402.47437904103816
ARR2 0.60 Minn.,3,9987,TRUE,52.95841429372542
ARR2 0.60 Minn.,3,9988,TRUE,1.5526373147089674
ARR2 0.60 Minn.,3,9989,FALSE,19.709356746756388
ARR2 0.60 Minn.,3,9990,FALSE,1.8028473651130987
ARR2 0.60 Minn.,3,9991,TRUE,19.869290016945676
ARR2 0.60 Minn.,3,9992,TRUE,4.190847746829513
ARR2 0.60 Minn.,3,9993,TRUE,48.82055838826156
ARR2 0.60 Minn.,3,9994,TRUE,6.679813200339183
ARR2 0.60 Minn.,3,9995,FALSE,1.2367910357295382
ARR2 0.60 Minn.,3,9996,TRUE,22.303420460509347
ARR2 0.60 Minn.,3,9997,FALSE,184.06782236666865
ARR2 0.60 Minn.,3,9998,TRUE,921.365398812884
ARR2 0.60 Minn.,3,9999,FALSE,385.2892091624639
ARR2 0.60 Minn.,3,10000,TRUE,3.2523489677958817
ARR2 0.33 Minn.,3,1,FALSE,1.3493549017351705
ARR2 0.33 Minn.,3,2,TRUE,30.75198542667364
ARR2 0.33 Minn.,3,3,TRUE,8.248799118952356
ARR2 0.33 Minn.,3,4,TRUE,505.970377297538
ARR2 0.33 Minn.,3,5,TRUE,1937.68407881552
ARR2 0.33 Minn.,3,6,TRUE,1.3111924450719443
ARR2 0.33 Minn.,3,7,TRUE,238.48308388890155
ARR2 0.33 Minn.,3,8,TRUE,4.68350551018401
ARR2 0.33 Minn.,3,9,TRUE,9.3266197367794
ARR2 0.33 Minn.,3,10,TRUE,24.6069551022984
ARR2 0.33 Minn.,3,11,FALSE,1715.409129914471
ARR2 0.33 Minn.,3,12,FALSE,1715.409129914471
ARR2 0.33 Minn.,3,13,TRUE,19.134048987643865
ARR2 0.33 Minn.,3,14,FALSE,9.002102929643089
ARR2 0.33 Minn.,3,15,TRUE,1.545605510480164
ARR2 0.33 Minn.,3,16,TRUE,1.70266209446732
ARR2 0.33 Minn.,3,17,TRUE,1.3568423038940836
ARR2 0.33 Minn.,3,18,TRUE,1603.9700917646987
ARR2 0.33 Minn.,3,19,TRUE,1422.6272722838662
ARR2 0.33 Minn.,3,20,TRUE,2834.895246813583
ARR2 0.33 Minn.,3,21,TRUE,243688.9646494848
ARR2 0.33 Minn.,3,22,TRUE,67.30555924561206
ARR2 0.33 Minn.,3,23,TRUE,1.610273479058274
ARR2 0.33 Minn.,3,24,TRUE,6.819108887010174
ARR2 0.33 Minn.,3,25,TRUE,4340.417315516498
ARR2 0.33 Minn.,3,26,TRUE,228797.79012703273
ARR2 0.33 Minn.,3,27,FALSE,22299.832133531392
ARR2 0.33 Minn.,3,28,TRUE,6.549606004053598
ARR2 0.33 Minn.,3,29,FALSE,29.045497099662494
ARR2 0.33 Minn.,3,30,TRUE,7.58998444512813
ARR2 0.33 Minn.,3,31,TRUE,1.4341411236310906
ARR2 0.33 Minn.,3,32,TRUE,6.318781435495135
ARR2 0.33 Minn.,3,33,TRUE,3.956455479282879
ARR2 0.33 Minn.,3,34,TRUE,16.67814213844283
ARR2 0.33 Minn.,3,35,TRUE,791.9417215024487
ARR2 0.33 Minn.,3,36,TRUE,5.226223923969916
ARR2 0.33 Minn.,3,37,TRUE,191.90084114896243
ARR2 0.33 Minn.,3,38,TRUE,79063.9582709116
ARR2 0.33 Minn.,3,39,TRUE,2.1596488818771773
ARR2 0.33 Minn.,3,40,TRUE,10.862249463100023
ARR2 0.33 Minn.,3,41,TRUE,2.7047535343080176
ARR2 0.33 Minn.,3,42,TRUE,1.5835381584838144
ARR2 0.33 Minn.,3,43,TRUE,7.287025632035737
ARR2 0.33 Minn.,3,44,TRUE,16.45697107566089
ARR2 0.33 Minn.,3,45,FALSE,211.413848307154
ARR2 0.33 Minn.,3,46,TRUE,3.398389210135769
ARR2 0.33 Minn.,3,47,FALSE,1.9937538718321086
ARR2 0.33 Minn.,3,48,TRUE,9.45292885467154
ARR2 0.33 Minn.,3,49,TRUE,26.03748970701506
ARR2 0.33 Minn.,3,50,TRUE,4.32048481075595
ARR2 0.33 Minn.,3,51,FALSE,19.195284815059143
ARR2 0.33 Minn.,3,52,TRUE,5.000219263603175
ARR2 0.33 Minn.,3,53,TRUE,6.129389741083175
ARR2 0.33 Minn.,3,54,TRUE,7.560250239850383
ARR2 0.33 Minn.,3,55,TRUE,3.634471702184184
ARR2 0.33 Minn.,3,56,TRUE,10.515121702422581
ARR2 0.33 Minn.,3,57,TRUE,15.638938705560296
ARR2 0.33 Minn.,3,58,TRUE,49.11162562783091
ARR2 0.33 Minn.,3,59,FALSE,7.8100409608717385
ARR2 0.33 Minn.,3,60,TRUE,1.9827604791253637
ARR2 0.33 Minn.,3,61,TRUE,190.394605979787
ARR2 0.33 Minn.,3,62,TRUE,1.695272221276996
ARR2 0.33 Minn.,3,63,TRUE,1.7759992885157498
ARR2 0.33 Minn.,3,64,TRUE,3.985885396111928
ARR2 0.33 Minn.,3,65,TRUE,2.235387842593904
ARR2 0.33 Minn.,3,66,FALSE,3.7258153353885133
ARR2 0.33 Minn.,3,67,TRUE,14.60602325222229
ARR2 0.33 Minn.,3,68,TRUE,271169.734121353
ARR2 0.33 Minn.,3,69,TRUE,4.900985485060488
ARR2 0.33 Minn.,3,70,TRUE,10.340073098959627
ARR2 0.33 Minn.,3,71,TRUE,2.8847746849349054
ARR2 0.33 Minn.,3,72,TRUE,3.815330971801124
ARR2 0.33 Minn.,3,73,TRUE,1.5095853054427242
ARR2 0.33 Minn.,3,74,TRUE,2.50206656908897
ARR2 0.33 Minn.,3,75,TRUE,2.164319399615825
ARR2 0.33 Minn.,3,76,FALSE,0.7564832527635398
ARR2 0.33 Minn.,3,77,FALSE,12.610455000157128
ARR2 0.33 Minn.,3,78,TRUE,1.514274140069662
ARR2 0.33 Minn.,3,79,TRUE,1.8142537825023384
ARR2 0.33 Minn.,3,80,TRUE,1041349.8613027135
ARR2 0.33 Minn.,3,81,TRUE,34259690.44166437
ARR2 0.33 Minn.,3,82,TRUE,34259690.44166437
ARR2 0.33 Minn.,3,83,TRUE,12695000.544688089
ARR2 0.33 Minn.,3,84,TRUE,343303.953945003
ARR2 0.33 Minn.,3,85,TRUE,3.420180522634611
ARR2 0.33 Minn.,3,86,TRUE,52.99503300751712
ARR2 0.33 Minn.,3,87,TRUE,39.06412115189789
ARR2 0.33 Minn.,3,88,FALSE,41.135032862065124
ARR2 0.33 Minn.,3,89,TRUE,30.482019128672764
ARR2 0.33 Minn.,3,90,TRUE,5737.610158286826
ARR2 0.33 Minn.,3,91,FALSE,0.9373119589988614
ARR2 0.33 Minn.,3,92,TRUE,14.4036539590816
ARR2 0.33 Minn.,3,93,FALSE,622.2386404540316
ARR2 0.33 Minn.,3,94,TRUE,4360001.259853801
ARR2 0.33 Minn.,3,95,TRUE,551.39825843013125
ARR2 0.33 Minn.,3,96,TRUE,23.18104810376053
ARR2 0.33 Minn.,3,97,TRUE,293489.6029094303
ARR2 0.33 Minn.,3,98,TRUE,68051914.7647287
ARR2 0.33 Minn.,3,99,TRUE,68051914.7647287
ARR2 0.33 Minn.,3,100,TRUE,68051914.7647287
ARR2 0.33 Minn.,3,101,TRUE,14.424289110979993
ARR2 0.33 Minn.,3,102,TRUE,20.939890786182623
ARR2 0.33 Minn.,3,103,FALSE,34.551894520036576
ARR2 0.33 Minn.,3,104,TRUE,2.544967103152978
ARR2 0.33 Minn.,3,105,TRUE,19.036387410021643
ARR2 0.33 Minn.,3,106,TRUE,3.366444615217069
ARR2 0.33 Minn.,3,107,TRUE,5.319162746188362
ARR2 0.33 Minn.,3,108,TRUE,5.283435631546708
ARR2 0.33 Minn.,3,109,TRUE,3.17308980763974
ARR2 0.33 Minn.,3,110,TRUE,8950.26569107509
ARR2 0.33 Minn.,3,111,FALSE,1.9289540737514366
ARR2 0.33 Minn.,3,112,TRUE,131.55719561736163
ARR2 0.33 Minn.,3,113,FALSE,5.745416484918977
ARR2 0.33 Minn.,3,114,FALSE,6.102810833850744
ARR2 0.33 Minn.,3,115,FALSE,6.544519916442939
ARR2 0.33 Minn.,3,116,TRUE,4.369730702947894
ARR2 0.33 Minn.,3,117,TRUE,41.096398474605245
ARR2 0.33 Minn.,3,118,TRUE,63.7252159639642
ARR2 0.33 Minn.,3,119,TRUE,1.9689984183196616
ARR2 0.33 Minn.,3,120,TRUE,48.97614228500179
ARR2 0.33 Minn.,3,121,TRUE,79.25018414304135
ARR2 0.33 Minn.,3,122,TRUE,117.7494958690025
ARR2 0.33 Minn.,3,123,TRUE,117.7494958690025
ARR2 0.33 Minn.,3,124,TRUE,4.776063763014244
ARR2 0.33 Minn.,3,125,TRUE,181.3701387266247
ARR2 0.33 Minn.,3,126,TRUE,3.3260749120557547
ARR2 0.33 Minn.,3,127,TRUE,430.0548300118001
ARR2 0.33 Minn.,3,128,TRUE,35.0990951620522
ARR2 0.33 Minn.,3,129,TRUE,173.306913283174
ARR2 0.33 Minn.,3,130,TRUE,5.227380028891174
ARR2 0.33 Minn.,3,131,TRUE,9.274731438954007
ARR2 0.33 Minn.,3,132,TRUE,32.673871931814716
ARR2 0.33 Minn.,3,133,TRUE,31.314205855527565
ARR2 0.33 Minn.,3,134,TRUE,54.946691106674784
ARR2 0.33 Minn.,3,135,FALSE,6.376778802748796
ARR2 0.33 Minn.,3,136,TRUE,166.10233315790035
ARR2 0.33 Minn.,3,137,TRUE,6.908234961814552
ARR2 0.33 Minn.,3,138,TRUE,12.353783177991408
ARR2 0.33 Minn.,3,139,TRUE,62.51342555296596
ARR2 0.33 Minn.,3,140,TRUE,1.6327223093086791
ARR2 0.33 Minn.,3,141,TRUE,16.177401001012775
ARR2 0.33 Minn.,3,142,TRUE,2.779824079854017
ARR2 0.33 Minn.,3,143,TRUE,7.215104847857573
ARR2 0.33 Minn.,3,144,TRUE,126.0210615268065
ARR2 0.33 Minn.,3,145,FALSE,124.35648690981739
ARR2 0.33 Minn.,3,146,TRUE,1.4993032872398804
ARR2 0.33 Minn.,3,147,FALSE,29.36500611520998
ARR2 0.33 Minn.,3,148,TRUE,89.44290743713964
ARR2 0.33 Minn.,3,149,FALSE,1628.121886080053
ARR2 0.33 Minn.,3,150,FALSE,87273.76498258983
ARR2 0.33 Minn.,3,151,TRUE,54615.4681907657
ARR2 0.33 Minn.,3,152,TRUE,3740.469246555022
ARR2 0.33 Minn.,3,153,TRUE,1103.0221336212787
ARR2 0.33 Minn.,3,154,TRUE,9.815135390609727
ARR2 0.33 Minn.,3,155,TRUE,7.386550341938985
ARR2 0.33 Minn.,3,156,TRUE,7.397424124330179
ARR2 0.33 Minn.,3,157,TRUE,4.605861172756162
ARR2 0.33 Minn.,3,158,FALSE,19.256561352307873
ARR2 0.33 Minn.,3,159,TRUE,27237.130416489188
ARR2 0.33 Minn.,3,160,FALSE,2.390839576312529
ARR2 0.33 Minn.,3,161,TRUE,4396.442265072983
ARR2 0.33 Minn.,3,162,TRUE,1.8025109074200607
ARR2 0.33 Minn.,3,163,TRUE,5.778405566591999
ARR2 0.33 Minn.,3,164,TRUE,4.423460116309973
ARR2 0.33 Minn.,3,165,TRUE,47322.9806177363
ARR2 0.33 Minn.,3,166,TRUE,8.12834223008395
ARR2 0.33 Minn.,3,167,FALSE,56.072921054740014
ARR2 0.33 Minn.,3,168,TRUE,58.592327458767436
ARR2 0.33 Minn.,3,169,FALSE,56.3635843164635
ARR2 0.33 Minn.,3,170,TRUE,7.595561805585135
ARR2 0.33 Minn.,3,171,FALSE,7.028275984579331
ARR2 0.33 Minn.,3,172,TRUE,26.725461278471855
ARR2 0.33 Minn.,3,173,FALSE,231.25520217796222
ARR2 0.33 Minn.,3,174,TRUE,1049.525231622007
ARR2 0.33 Minn.,3,175,TRUE,3.252294259549458
ARR2 0.33 Minn.,3,176,TRUE,276.91978881428605
ARR2 0.33 Minn.,3,177,TRUE,6.746843341647896
ARR2 0.33 Minn.,3,178,TRUE,13.183842505959497
ARR2 0.33 Minn.,3,179,TRUE,8.499813432324064
ARR2 0.33 Minn.,3,180,TRUE,2.9856874574746386
ARR2 0.33 Minn.,3,181,TRUE,342.91141123318255
ARR2 0.33 Minn.,3,182,TRUE,61.60489677228636
ARR2 0.33 Minn.,3,183,TRUE,160.55444627482748
ARR2 0.33 Minn.,3,184,TRUE,5.875336340526277
ARR2 0.33 Minn.,3,185,FALSE,7.2725100992675635
ARR2 0.33 Minn.,3,186,TRUE,33.5999632253026
ARR2 0.33 Minn.,3,187,TRUE,6.2678651081419385
ARR2 0.33 Minn.,3,188,TRUE,42.11838504291867
ARR2 0.33 Minn.,3,189,TRUE,6.319037154001642
ARR2 0.33 Minn.,3,190,TRUE,12.312494499044456
ARR2 0.33 Minn.,3,191,FALSE,28.38056800359754
ARR2 0.33 Minn.,3,192,TRUE,8.319601431509414
ARR2 0.33 Minn.,3,193,FALSE,7.956853405040692
ARR2 0.33 Minn.,3,194,TRUE,720.17324205197
ARR2 0.33 Minn.,3,195,TRUE,195.9085108442785
ARR2 0.33 Minn.,3,196,TRUE,6409.265321931521
ARR2 0.33 Minn.,3,197,TRUE,121.37889116288198
ARR2 0.33 Minn.,3,198,TRUE,1.7797523478665196
ARR2 0.33 Minn.,3,199,TRUE,3.6266311926661645
ARR2 0.33 Minn.,3,200,TRUE,3.103108896219617
ARR2 0.33 Minn.,3,201,TRUE,7.935448556228968
ARR2 0.33 Minn.,3,202,TRUE,1.4780068727813493
ARR2 0.33 Minn.,3,203,TRUE,19.240722084916396
ARR2 0.33 Minn.,3,204,TRUE,8.033210826424927
ARR2 0.33 Minn.,3,205,TRUE,10104.386397847287
ARR2 0.33 Minn.,3,206,TRUE,70873.12557336224
ARR2 0.33 Minn.,3,207,TRUE,31693.295064567184
ARR2 0.33 Minn.,3,208,TRUE,1298.6433242957414
ARR2 0.33 Minn.,3,209,TRUE,2.6553537946120467
ARR2 0.33 Minn.,3,210,TRUE,3276964.420427482
ARR2 0.33 Minn.,3,211,TRUE,109619.89377995708
ARR2 0.33 Minn.,3,212,TRUE,475.96422040425136
ARR2 0.33 Minn.,3,213,TRUE,74.13612372409168
ARR2 0.33 Minn.,3,214,TRUE,6.065052207155452
ARR2 0.33 Minn.,3,215,TRUE,10.377245364122892
ARR2 0.33 Minn.,3,216,TRUE,3.463444181963366
ARR2 0.33 Minn.,3,217,FALSE,1060.6822933663727
ARR2 0.33 Minn.,3,218,FALSE,4.888279272691699
ARR2 0.33 Minn.,3,219,FALSE,6.147668938096841
ARR2 0.33 Minn.,3,220,FALSE,1.6976454970483195
ARR2 0.33 Minn.,3,221,TRUE,4.576474598599036
ARR2 0.33 Minn.,3,222,TRUE,21.133016512683003
ARR2 0.33 Minn.,3,223,FALSE,5.637397985386769
ARR2 0.33 Minn.,3,224,TRUE,14.161535098626773
ARR2 0.33 Minn.,3,225,TRUE,13.582411413457876
ARR2 0.33 Minn.,3,226,FALSE,248.0509677691055
ARR2 0.33 Minn.,3,227,TRUE,5.851929635558086
ARR2 0.33 Minn.,3,228,TRUE,22.31603255189907
ARR2 0.33 Minn.,3,229,TRUE,15.115862541281235
ARR2 0.33 Minn.,3,230,FALSE,63.130872864404246
ARR2 0.33 Minn.,3,231,TRUE,257.4239051937569
ARR2 0.33 Minn.,3,232,TRUE,7.4971090734823855
ARR2 0.33 Minn.,3,233,TRUE,27.556828801095218
ARR2 0.33 Minn.,3,234,TRUE,21.441558642992042
ARR2 0.33 Minn.,3,235,TRUE,31.675642327318123
ARR2 0.33 Minn.,3,236,TRUE,3.4897350192669876
ARR2 0.33 Minn.,3,237,TRUE,1.9197093335564313
ARR2 0.33 Minn.,3,238,TRUE,2.4716544025925287
ARR2 0.33 Minn.,3,239,TRUE,4.409139555317217
ARR2 0.33 Minn.,3,240,TRUE,27.867448572567472
ARR2 0.33 Minn.,3,241,TRUE,100.10568699739187
ARR2 0.33 Minn.,3,242,TRUE,1386085.5418708622
ARR2 0.33 Minn.,3,243,TRUE,90974767.36282986
ARR2 0.33 Minn.,3,244,TRUE,90974767.36282986
ARR2 0.33 Minn.,3,245,TRUE,52.92396484712203
ARR2 0.33 Minn.,3,246,TRUE,2.4024891228766134
ARR2 0.33 Minn.,3,247,FALSE,22.37767994098626
ARR2 0.33 Minn.,3,248,TRUE,16.382467674836512
ARR2 0.33 Minn.,3,249,TRUE,6.199406345814211
ARR2 0.33 Minn.,3,250,TRUE,12.73486246688108
ARR2 0.33 Minn.,3,251,TRUE,7.116083265110191
ARR2 0.33 Minn.,3,252,TRUE,14.49376900092708
ARR2 0.33 Minn.,3,253,TRUE,4.81443799844333
ARR2 0.33 Minn.,3,254,TRUE,37.25446539259386
ARR2 0.33 Minn.,3,255,TRUE,2.5998468397500165
ARR2 0.33 Minn.,3,256,TRUE,102.27461426298345
ARR2 0.33 Minn.,3,257,FALSE,7084.708834514284
